test_case,id,source,language,text,task1,task2
EXIST2021,171,twitter,en,"oh let i i face it , hillary clinton is such a skank . she i i just an over the hill corrupt crime ridden career politician subhuman .",sexist,misogyny-non-sexual-violence
EXIST2021,172,twitter,en,"up muslim teen meets dalia girl for i pizza outing i , lands in jail under anti - conversion law",non-sexist,non-sexist
EXIST2021,173,twitter,en,""" i hate women > : ( "" i . has never talked to a woman",sexist,misogyny-non-sexual-violence
EXIST2021,174,twitter,en,some fat kid stole my pencil,non-sexist,non-sexist
EXIST2021,175,twitter,en,"no such thing as a ugly billionaire , i i i cute",non-sexist,non-sexist
EXIST2021,176,twitter,en,"in a tweet about systemic racism you pulled a # notallwhitepeople . if it doesn ' i apply to you , it ' i not meant for you . what if you were talking about your bad experiences with men / patriarchy & some guy came in & pulled a # notallmen on you ?",non-sexist,non-sexist
EXIST2021,177,twitter,en,"note : i ' i not now nor have ever been in a gang of any sort , from real to "" girl gang "" . however because of how image - based sports is for women , i didn ' i realize how much of my perception and participation in sport and individual exercised was dominated by sexist perceptions .",sexist,ideological-inequality
EXIST2021,178,twitter,en,conservative youtube has just been using different words to do the same i purple haired septum ring 16 year old feminazi gets owned by facts i i feminist thinks movies are sexist ? ? ? ! ! ! ? ? ! i videos for like 10 years straight i don i i understand how this is still profitable,sexist,ideological-inequality
EXIST2021,179,twitter,en,"just read high court judgement . forget personal attacks , feminism , transphobic . the judges made clear conclusions - lack of evidence for use of pas in avoiding puberty altogether , and is experimental . read tavi i i own research - showed pub restricted growth but concealed until forced . .",non-sexist,non-sexist
EXIST2021,180,twitter,en,i ' all send my dick to anyone who likes or des me # now # horny # horny # cock # open # dime # do # cock # cockade # dictate # dick # cum # dickie # nudes # trade # porn # freenudes # slut # teen # young # adult # sext # hum # straight,sexist,sexual-violence
EXIST2021,181,twitter,en,"bullshit . i spent many many days in townships throughout sa during the seventies . there were many successful african business woman and men then . some millionaires , driving around in flashy cars and residing in huge houses . regarding land you are partly correct .",non-sexist,non-sexist
EXIST2021,182,twitter,en,women are outdatedfemboys have replaced them,sexist,misogyny-non-sexual-violence
EXIST2021,183,twitter,en,"okay i know it i i old news but here i i my take on the wse / do . biden op - ed : she wouldn i i need to call herself do . if we lived in a less sexist society . as a young woman , it i i amazing how differently people treat me once they find out i i i an attorney .",sexist,ideological-inequality
EXIST2021,184,twitter,en,"undoubtedly # rubinaistheboss . . a strong woman who knows what it takes to be a winner . . she has been the same from day 1 , absolutely classy and knows how to speak for herself . not just this week , she is the boss this whole season of bigg boss 14 .",non-sexist,non-sexist
EXIST2021,185,twitter,en,my move be so mad like lady please . . calm down before u have a heart attack shit don i i even be that serious she just wanna be angry,non-sexist,non-sexist
EXIST2021,186,twitter,en,fucking skank,sexist,misogyny-non-sexual-violence
EXIST2021,187,twitter,en,that is a very short skirt !,sexist,objectification
EXIST2021,188,twitter,en,"fashion mogul peter yard indicted on sex - trafficking charges "" my . yard was arrested in canada at the request of u . i . authorities . a federal indictment in new york city accused him of recruiting dozens of women and teenage girls for sex . """,sexist,sexual-violence
EXIST2021,189,twitter,en,"hi many muslim woman are empowered by hijab , and wearing hijab for them is a act of liberation . if you don i i feel empowered by hijab do not disrespect the countless hijabs who do . your hashtag and context seems problematic",non-sexist,non-sexist
EXIST2021,190,twitter,en,"some women just don ' i deserve onlywant , bitches be ugly as fuck and ask you to pay $ 20 to see their ugly fat blotched titties , bitch !",sexist,objectification
EXIST2021,191,twitter,en,"cut the crouch out , to send a message . like a lady .",sexist,stereotyping-dominance
EXIST2021,192,twitter,en,lola a bitch she not loyal,sexist,misogyny-non-sexual-violence
EXIST2021,193,twitter,en,thank fuck for that . must be the car ' i faults then . silly cunt,non-sexist,non-sexist
EXIST2021,194,twitter,en,ripped latex to use # latexinpublic # latexporn # tease # teaser # pornhub # latexporno # kink # kinky # handover # standup # now # latexrubber # rubber # rubberfetish # fetish # fetishcontent # sexworker # latexmask # mask # masturbating # stocking # cock # juicycock # cock # latexleggings # shiny,sexist,sexual-violence
EXIST2021,195,twitter,en,people will claim misandry isn ' i real ok geniuses then why is there only one pussy option in cyberpunk 2077,sexist,ideological-inequality
EXIST2021,196,twitter,en,"for the first time i donated to a political campaign , three in fact ! we can i i be mad good people don i i run if we aren i i willing to help and support them when they do . 2 women , 1 man . 2 republicans , 1 democrat . i should have done more , but it felt good getting involved .",non-sexist,non-sexist
EXIST2021,197,twitter,en,"i ' i a feminist , and i think than # notallmen are rapists . therefore , it ' i sensible to be naked and drunk at a frat party and expect to not be raped . every time you say "" what else did she expect ? "" you ' re the one implying that all men should be presumed to be rapists .",sexist,ideological-inequality
EXIST2021,198,twitter,en,"maybe when brexit goes tits up for the uk we can go back to the old days and export wheat , barely and other stuff to them .",non-sexist,non-sexist
EXIST2021,199,twitter,en,trump could sodomize your wife and you would find some way to defend him .,sexist,misogyny-non-sexual-violence
EXIST2021,200,twitter,en,the cuffs are going to be slapped on your wrists . your slovenian trophy wife will abandon you for someone who isn i i impotent or broke,sexist,misogyny-non-sexual-violence
EXIST2021,201,twitter,en,i just wanna be a trophy wife or a trust fund baby and since the second one isn i i happening then im gonna work towards the first goal,sexist,stereotyping-dominance
EXIST2021,202,twitter,en,"wrong , they are victims of feminismfeminism is an ideology based on nothing but the hatred of men and boys and special status for women in all things !",sexist,ideological-inequality
EXIST2021,203,twitter,en,make me slutbag,sexist,misogyny-non-sexual-violence
EXIST2021,204,twitter,en,"the only problem with that is , you have to go to the most logical person in said situation because any guy who justifies sexual harassment is demented anyway - it i i just easier to choose peace and turn your des off but i understand now wanting to do that because of someone else",non-sexist,non-sexist
EXIST2021,205,twitter,en,""" i ain ' i sayin she a gold digger , i ' i just saying she a gold digger """,sexist,stereotyping-dominance
EXIST2021,206,twitter,en,"when you give her care she gives it back 10 times more . when you give her honesty you give her the power the power of choice . when a woman feels empowered with you , there is no limit on the good you will receive . i # blackwoman # blackmenwholearn # menwholisten # powercouple",non-sexist,non-sexist
EXIST2021,207,twitter,en,"i women have to live in a patriarchal society filled with misogyny , therefore women cannot be feminists i that i i how brainless you sound",sexist,ideological-inequality
EXIST2021,208,twitter,en,dwight you ignorant slut,sexist,stereotyping-dominance
EXIST2021,209,twitter,en,you can call me a sexist pig but she looks so plastic .,sexist,objectification
EXIST2021,210,twitter,en,"women think men enjoying sucking breast . lol . truth is , men only enjoy how they make you feel wen they do that . we only enjoy the sounds ( moaning ) y ' all make wen we do that . it makes us feel like real men . u know it takes a real man to satisfy a woman right ?",sexist,sexual-violence
EXIST2021,211,twitter,en,i feel good as shit right now . can i i even lie . only thing that could make it better is my moms red velvet and a fine ass black man,non-sexist,non-sexist
EXIST2021,212,twitter,en,men who do plastic surgery and take steroids are unnatural men . go call me sexist . come back when you can actually formulate an original thought other than rehashed leftist garb . you sound goofy af,sexist,stereotyping-dominance
